drift_type,drift_point,policy_type,error_threshold,window_size,budget,retrain_latency,deploy_latency,overall_accuracy,pre_drift_accuracy,post_drift_accuracy,accuracy_drop,total_retrains,budget_utilization,retrains_before_drift,retrains_after_drift,random_seed
gradual,5000,error_threshold,0.27,200,20,2,1,0.7996,0.8202,0.779,-0.041200000000000014,20,1.0,0,20,456
gradual,5000,error_threshold,0.27,200,20,2,1,0.8064,0.7896,0.8232,0.033600000000000074,20,1.0,20,0,789
gradual,5000,error_threshold,0.27,200,20,2,1,0.8243,0.8108,0.8378,0.027000000000000024,0,0.0,0,0,1011
gradual,5000,error_threshold,0.27,200,20,2,1,0.7538,0.7196,0.788,0.06840000000000002,20,1.0,20,0,1213
gradual,5000,error_threshold,0.27,200,20,2,1,0.7709,0.771,0.7708,-0.00019999999999997797,20,1.0,20,0,1415
gradual,5000,error_threshold,0.27,200,20,2,1,0.7923,0.772,0.8126,0.04059999999999997,20,1.0,20,0,1617
gradual,5000,error_threshold,0.27,200,20,2,1,0.7457,0.785,0.7064,-0.0786,20,1.0,20,0,1819
gradual,5000,error_threshold,0.27,200,20,2,1,0.7543,0.7996,0.709,-0.09060000000000001,20,1.0,20,0,2021
gradual,5000,error_threshold,0.27,200,20,2000,50,0.7548,0.7748,0.7348,-0.040000000000000036,5,0.25,2,3,42
gradual,5000,error_threshold,0.27,200,20,2000,50,0.7328,0.7162,0.7494,0.03320000000000001,5,0.25,3,2,123
gradual,5000,error_threshold,0.27,200,20,2000,50,0.8016,0.8202,0.783,-0.03720000000000001,2,0.1,0,2,456
gradual,5000,error_threshold,0.27,200,20,2000,50,0.8105,0.7932,0.8278,0.034599999999999964,2,0.1,1,1,789
gradual,5000,error_threshold,0.27,200,20,2000,50,0.8243,0.8108,0.8378,0.027000000000000024,0,0.0,0,0,1011
gradual,5000,error_threshold,0.27,200,20,2000,50,0.7542,0.722,0.7864,0.06440000000000001,4,0.2,3,1,1213
gradual,5000,error_threshold,0.27,200,20,2000,50,0.7689,0.7686,0.7692,0.0006000000000000449,4,0.2,2,2,1415
gradual,5000,error_threshold,0.27,200,20,2000,50,0.7914,0.774,0.8088,0.03479999999999994,3,0.15,2,1,1617
gradual,5000,error_threshold,0.27,200,20,2000,50,0.7473,0.7886,0.706,-0.0826,4,0.2,1,3,1819
gradual,5000,error_threshold,0.27,200,20,2000,50,0.7504,0.795,0.7058,-0.08920000000000006,4,0.2,2,2,2021
recurring,5000,error_threshold,0.27,200,5,2,1,0.7609,0.7752,0.7466,-0.02859999999999996,5,1.0,5,0,42
recurring,5000,error_threshold,0.27,200,5,2,1,0.7245,0.7126,0.7364,0.023800000000000043,5,1.0,5,0,123
recurring,5000,error_threshold,0.27,200,5,2,1,0.8057,0.8202,0.7912,-0.029000000000000026,5,1.0,0,5,456
recurring,5000,error_threshold,0.27,200,5,2,1,0.7941,0.7884,0.7998,0.011399999999999966,5,1.0,5,0,789
recurring,5000,error_threshold,0.27,200,5,2,1,0.8189,0.8108,0.827,0.016199999999999992,0,0.0,0,0,1011
